Barangay,City,Province,Postal Code,Barangay Code
Sinandigan,Puerto Galera,Oriental Mindoro,5203,PH801109
Sinang-Atan,Matnog,Sorsogon,4708,PH27110Z
Sinangguyan,Don Carlos,Bukidnon,8712,PH47040U
Sinanglanan,Malaybalay City,Bukidnon,8700,PH471219
Sinantan,Calbayog City,Samar,6710,PH42033T
Sinaoangan Norte,San Agustin,Isabela,3314,PH07270M
Sinaoangan Sur,San Agustin,Isabela,3314,PH07270N
Sinapangan,San Juan,La Union,2514,PH031614
Sinapangan,Libungan,North Cotabato,9411,PH57050J
Sinapangan Norte,Balaoan,La Union,2517,PH03050Z
Sinapangan Norte,Bangar,La Union,2519,PH03060X
Sinapangan Sur,Balaoan,La Union,2517,PH030510
Sinapangan Sur,Bangar,La Union,2519,PH03060Y
Sinapaoan,Santa Fe,Nueva Vizcaya,3705,PH081208
Sinapsapan,Jordan (Capital),Guimaras,5045,PH31020D
Sinapulan,Columbio,Sultan Kudarat,9801,PH60020D
Sinara Alto,Jimenez,Misamis Occidental,7204,PH50070L
Sinara Bajo,Jimenez,Misamis Occidental,7204,PH50070M
Sinaragan,Matanao,Davao del Sur,8003,PH53080V
Sinasajan,Penaranda,Nueva Ecija,3103,PH132108
Sinawal,General Santos City,South Cotabato,9500,PH59020D
Sinawilan,Digos City,Davao del Sur,8002,PH53030L
Sinawilan,Matanao,Davao del Sur,8003,PH53080W
Sinawingan,Libungan,North Cotabato,9411,PH57050K
Sinayawan,Valencia City,Bukidnon,8709,PH47210T
Sinayawan,Hagonoy,Davao del Sur,8006,PH53040L
Sinaysayan,Kitaotao,Bukidnon,8716,PH470908
Sincua,Lemery,Iloilo,5043,PH32250T
Sindalan,San Fernando City,Pampanga,2000,PH14160Z
Sindangan,Macrohon,Southern Leyte,6601,PH43080K
Sindangan,Talisayan,Misamis Oriental,9012,PH51250H
Sindaton,Panabo City,Davao del Norte,8105,PH520510
Sindol,San Felipe,Zambales,2204,PH16100B
Sindon Bayabo,Ilagan City,Isabela,3300,PH07142F
Sindon Maride,Ilagan City,Isabela,3300,PH07142G
Sineguelasan,Bacoor City,Cavite,4102,PH18030L
Sinense,Anao,Tarlac,2310,PH15010H
Singalat,Palayan City,Nueva Ecija,3132,PH13190A
Singalat,Calamba,Misamis Occidental,7210,PH50040F
Singao,Kidapawan City,North Cotabato,9400,PH570413
Singaran,La Libertad,Zamboanga del Norte,7119,PH44040D
Singat,Gerona,Tarlac,2302,PH150616
Singat,Pura,Tarlac,2312,PH15110G
Singatong,Katipunan,Zamboanga del Norte,7109,PH44030L
Singay,Madalag,Aklan,5603,PH28100N
Singay,Mina,Iloilo,5032,PH32290G
Singcang-Airport,Bacolod City,Negros Occidental,6100,PH33011M
Singcara,Lumbayanague,Lanao del Sur,9306,PH69350K
Singclot,Guipos,Zamboanga del Sur,7042,PH45270H
Singi,Vinzons,Camarines Norte,4603,PH23120J
Singkamas,Makati City,Metro Manila,1204,PH61250T
Singko,Siasi,Sulu,7412,PH71120Z
Singon,Tubungan,Iloilo,5027,PH324319
Singsing,Balamban,Cebu,6041,PH35080Q
Sinian,Baliangao,Misamis Occidental,7211,PH50020D
Siniba-an,Dingle,Iloilo,5035,PH32150T
Sinibaran,Matnog,Sorsogon,4708,PH271110
Sinicking,Rizal,Cagayan,3526,PH06210R
Sinidman Occidental,Calbayog City,Samar,6710,PH42033U
Sinidman Oriental,Calbayog City,Samar,6710,PH42033V
Sinigpit,Paniqui,Tarlac,2307,PH15100Z
Sinikway,Iloilo City,Iloilo,5000,PH32210C
Sinili,Santiago City,Isabela,3311,PH07350Y
Sinilian 1st,Camiling,Tarlac,2306,PH15031G
Sinilian 2nd,Camiling,Tarlac,2306,PH15031H
Sinilian 3rd,Camiling,Tarlac,2306,PH15031J
Sinilian Cacalibosoan,Camiling,Tarlac,2306,PH15031K
Sinimbaan,Cuyapo,Nueva Ecija,3117,PH13061D
Sininan,Kabasalan,Zamboanga Sibugay,7005,PH46060Q
Sinipak,Datu Blah T. Sinsuat,Maguindanao,9623,PH70290A
Sinipay,Sibutad,Zamboanga del Norte,7103,PH44170F
Sinipian,Santa Teresita,Batangas,4206,PH17270D
Sinipian,Nagcarlan,Laguna,4002,PH19171A
Sinipit,Benito Soliven,Isabela,3331,PH07040N
Sinipit,Cabiao,Nueva Ecija,3107,PH13040K
Sinipit (Pob.),Bongabon,Nueva Ecija,3128,PH13020P
Sinipit Bubon,San Jose City,Nueva Ecija,3121,PH13260X
Sinippil,Cauayan City,Isabela,3305,PH07081R
Sinippil,Reina Mercedes,Isabela,3303,PH07250G
Sinippil,Tumauini,Isabela,3325,PH073717
Sinisian,Calaca,Batangas,4212,PH170712
Sinisian East,Lemery,Batangas,4209,PH17121B
Sinisian West,Lemery,Batangas,4209,PH17121C
Sinit-an,San Jorge,Samar,6707,PH42250S
Sinkatulan,Makilala,North Cotabato,9401,PH570711
Sinobong,Veruela,Agusan del Sur,8509,PH74130C
Sinogbuhan,San Joaquin,Iloilo,5024,PH323724
Sinolon,T'Boli,South Cotabato,9511,PH590907
Sinondojan,Mambusao,Capiz,5807,PH30080Q
Sinonoc,Dapitan City,Zamboanga del Norte,7101,PH440112
Sinonoc,Sinacaban,Misamis Occidental,7203,PH50140F
Sinonok,Dumingag,Zamboanga del Sur,7028,PH450610
Sinoron,Santa Cruz,Davao del Sur,8001,PH53100C
Sinsayon,Santiago City,Isabela,3311,PH07350Z
Sinsin,Cebu City,Cebu,6000,PH35171X
Sinto,Bauko,Mountain Province,2621,PH67020M
Sintones,Guinayangan,Quezon,4319,PH20121G
Sinturisan,San Nicolas,Batangas,4207,PH17250E
Sinturisan,San Antonio,Quezon,4324,PH20340L
Sinuagan,Badiangan,Iloilo,5033,PH32040S
Sinuagan,Pototan,Iloilo,5008,PH32341B
Sinubsuban,Maasin,Iloilo,5030,PH322715
Sinubung,Zamboanga City,Zamboanga del Sur,7000,PH452125
Sinuda,Kitaotao,Bukidnon,8716,PH47090R
Sinuknipan I,Del Gallego,Camarines Sur,4411,PH24120U
Sinuknipan II,Del Gallego,Camarines Sur,4411,PH24120V
Sinulatan,Guimba,Nueva Ecija,3115,PH13111Q
Sinulatan,Tuburan,Basilan,7306,PH680602
Sinulatan 1st,Camiling,Tarlac,2306,PH15031L
Sinulatan 2nd,Camiling,Tarlac,2306,PH15031M
Sinundolan,San Remigio,Antique,5714,PH291416
Sinungtan,Guinobatan,Albay,4503,PH220417
Sinunoc,Zamboanga City,Zamboanga del Sur,7000,PH452126
Sinura,Porac,Pampanga,2008,PH14150S
Sinusayan,Malangas,Zamboanga Sibugay,7038,PH46080N
Sinuyak,Katipunan,Zamboanga del Norte,7109,PH44030M
Sinuza,Ozamiz City,Misamis Occidental,7200,PH50101C
Sinuza,Tudela,Misamis Occidental,7202,PH50160W
Sioasio East,Sual,Pangasinan,2403,PH04420H
Sioasio West,Sual,Pangasinan,2403,PH04420J
Siocon,Bogo City,Cebu,6010,PH35110T
Siocon,Compostela,Davao de Oro,8803,PH56010E
Siol Norte,Leon,Iloilo,5026,PH322627
Siol Sur,Leon,Iloilo,5026,PH322628
Siolakan,Siasi,Sulu,7412,PH711210
Sion,Island Garden City of Samal,Davao del Norte,8119,PH520615
Sionogan,Indanan,Sulu,7407,PH71010U
Sioran,Godod,Zamboanga del Norte,7114,PH44250H
Sioron,Gigmoto,Catanduanes,4804,PH250509
Siotes,Tuburan,Cebu,6043,PH355219
Sioton,Mabuhay,Zamboanga Sibugay,7010,PH46070H
Siowing,Siasi,Sulu,7412,PH711212
Sipa,Padre Burgos,Quezon,4303,PH20220J
Sipa Proper,Santa Marcela,Apayao,3811,PH630709
Sipac,Malinao,Aklan,5606,PH28130L
Sipac,Sapang Dalaga,Misamis Occidental,7212,PH50130K
Sipac-Almacen,Navotas City,Metro Manila,1485,PH612201
Sipaco,Lagonoy,Camarines Sur,4425,PH241714
Sipacong,Bacungan,Zamboanga del Norte,7125,PH44260A
Sipakit,Sirawai,Zamboanga del Norte,7121,PH44200W
Sipaloc,Sibutad,Zamboanga del Norte,7103,PH44170G
Sipanding,Siasi,Sulu,7412,PH711213
Sipangkot,Sitangkai,Tawi Tawi,7506,PH720509
Sipaon,Rizal,Zamboanga del Norte,7104,PH44120J
Siparok,Jose Dalman,Zamboanga del Norte,7111,PH442205
Sipat,Plaridel,Bulacan,3004,PH12170J
Sipawa,Sirawai,Zamboanga del Norte,7121,PH44200X
Sipay,Ilagan City,Isabela,3300,PH07142H
Sipaya,Juban,Sorsogon,4703,PH27090N
Sipi,Daraga,Albay,4501,PH22031G
Sipi,Bato,Catanduanes,4801,PH25030P
Sipitan,Tigbauan,Iloilo,5021,PH32421F
Sipitan-Badiang,Guimbal,Iloilo,5022,PH32190X
Sipsipin,Jala-Jala,Rizal,1990,PH210709
Sipulo,Bacnotan,La Union,2515,PH030319
Sirab,Dagami,Leyte,6515,PH40121K
Siramag (Pob.),Balatan,Camarines Sur,4436,PH24020B
Sirang Lupa,Batangas City (Capital),Batangas,4200,PH17052P
Sirang Lupa,Calamba City,Laguna,4027,PH19051E
Sirangan (Pob.),Sorsogon City,Sorsogon,4700,PH27150Y
Sirao,Cebu City,Cebu,6000,PH35171Y
Sirawai Proper (Pob.),Sirawai,Zamboanga del Norte,7121,PH44200Y
Sirawan,Davao City,Davao del Sur,8000,PH53022Q
Sirib,Davao City,Davao del Sur,8000,PH53022R
Sirit,Abulug,Cagayan,3517,PH06010H
Sisangat,Siasi,Sulu,7412,PH711214
Sisay,Tungawan,Zamboanga Sibugay,7018,PH46160J
Sisi,Guinayangan,Quezon,4319,PH20121H
Sisigon,Matnog,Sorsogon,4708,PH271111
Sisilang na Ligaya (Pob.),Bongabon,Nueva Ecija,3128,PH13020Q
Sisilmin,Cavinti,Laguna,4013,PH19070F
Sisim,Cabugao,Ilocos Sur,2732,PH02050X
Sisim,Penablanca,Cagayan,3502,PH06190Q
Sisim Abajo,Tumauini,Isabela,3325,PH073718
Sisim Alto,Tumauini,Isabela,3325,PH073719
Sisiman,Mariveles,Bataan,2105,PH11070A
Sisiman,Lutayan,Sultan Kudarat,9803,PH600709
Sisimon,Laak,Davao de Oro,8810,PH560216
Sisimon,Veruela,Agusan del Sur,8509,PH74130L
Sisirin,Pitogo,Quezon,4308,PH202712
Sison,Maitum,Sarangani,9515,PH58050E
Sison,Bagumbayan,Sultan Kudarat,9810,PH60010K
Sitangkai Poblacion,Sitangkai,Tawi Tawi,7506,PH720502
Sitog,Katipunan,Zamboanga del Norte,7109,PH44030N
Situbo,Pres. Manuel A. Roxas,Zamboanga del Norte,7102,PH44110U
Situbo,Sergio Osmena Sr.,Zamboanga del Norte,7108,PH441410
Situbo,Tampilisan,Zamboanga del Norte,7116,PH442106
Siundoh,Siasi,Sulu,7412,PH711211
Siuton,Magallanes,Sorsogon,4705,PH27100X
Sived,Santo Domingo,Ilocos Sur,2729,PH022810
Siwalo,Maasin,Iloilo,5030,PH322716
Siwaragan,San Joaquin,Iloilo,5024,PH323725
"Sixto T. Balanguit, Sr.",Pambujan,Northern Samar,6413,PH41150R
"Sixto Velez, Sr.",Sapang Dalaga,Misamis Occidental,7212,PH50130L
Siya,Tapaz,Capiz,5814,PH30171H
Slaughter House Area,Baguio City,Benguet,2600,PH64022F
SLU-SVP Housing Village,Baguio City,Benguet,2600,PH64023P
Small Banisilan,Kolambugan,Lanao del Norte,9207,PH49080P
Small Banisilon,Tangcal,Lanao del Norte,9220,PH492101
Small Kapatagan,Isabela City,Basilan,7300,PH68131A
Small Margus,Glan,Sarangani,9517,PH58020T
Small Meladoc,Tangcal,Lanao del Norte,9220,PH49210B
Small Potongan,Concepcion,Misamis Occidental,7213,PH50060C
Smart (Pob.),Gonzaga,Cagayan,3513,PH06140Q
So-oc,Iloilo City,Iloilo,5000,PH32214G
So-ol,Barotac Nuevo,Iloilo,5007,PH32070N
So-ong,Llorente,Eastern Samar,6803,PH39130X
So-ong,Daram,Samar,6722,PH42061E
Soa,Malinao,Albay,4512,PH22100R
Soboc,Viga,Catanduanes,4805,PH25100U
Sobol,Asingan,Pangasinan,2439,PH04060L
Sobol,San Fabian,Pangasinan,2433,PH04330N
Sobol,San Nicolas,Pangasinan,2447,PH04360Z
Sobrecarey,Caraga,Davao Oriental,8203,PH54040H
Sobredillo,Caba,La Union,2502,PH03090F
Socbot,Pinukpuk,Kalinga,3806,PH66040L
Social (Pob.),Bongabon,Nueva Ecija,3128,PH13020R
Socorro,Unisan,Quezon,4305,PH20410Z
Socorro,Catbalogan City,Samar,6700,PH42051P
Socorro,Quezon City,Metro Manila,1109,PH61183D
Socsocon,Pastrana,Leyte,6514,PH40330S
Sog-Ong,Baleno,Masbate,5413,PH26020P
Sogod,Bacacay,Albay,4509,PH22011F
Sogod,Tiwi,Albay,4513,PH22180Q
Sogod,Calabanga,Camarines Sur,4405,PH24081D
Sogod,Tinambac,Camarines Sur,4426,PH243716
Sogod Kaloy,Madalum,Lanao del Sur,9315,PH691213
Sogod Madaya,Ganassi,Lanao del Sur,9311,PH69080K
Sogod-Simamla,Virac (Capital),Catanduanes,4800,PH25111R
Sogod-Tibgao,Virac (Capital),Catanduanes,4800,PH25111T
Sogoy,Castilla,Sorsogon,4713,PH27050Z
Sohoton,Barotac Nuevo,Iloilo,5007,PH32070P
Sohoton,Badian,Cebu,6031,PH35070N
Sohutan,Borongan City,Eastern Samar,6800,PH39041N
Sojoton,Calape,Bohol,6328,PH34100V
Sokol,Atimonan,Quezon,4331,PH200313
Solama,Banisilan,North Cotabato,9416,PH57160G
Solana,Jasaan,Misamis Oriental,9003,PH51110D
Solangon,San Juan,Siquijor,6227,PH37050B
Solano,Tanauan,Leyte,6502,PH40401G
Solar (Pob.),Olutanga,Zamboanga Sibugay,7041,PH46100B
Soldaroro,Binidayan,Lanao del Sur,9310,PH69050P
Soledad,Santa Rosa,Nueva Ecija,3101,PH13280F
Soledad,San Pablo City,Laguna,4000,PH192428
Soledad,Mauban,Quezon,4330,PH202014
Soledad (Pob.),San Jose,Camarines Sur,4423,PH24330R
Soledad (Pob.),Villareal,Samar,6717,PH422110
Solib,Floridablanca,Pampanga,2006,PH14060X
Solido,Nabas,Aklan,5607,PH28140G
Soligao,Barbaza,Antique,5706,PH290212
Solinog,Calamba,Misamis Occidental,7210,PH50040G
Solis,Balete,Batangas,4219,PH17040C
Sollogan,South Ubian,Tawi Tawi,7504,PH72060L
Solnopan,Caramoan,Camarines Sur,4429,PH241119
Solo,Mabini,Batangas,4202,PH17160Y
Solo,Pontevedra,Capiz,5802,PH30120N
Soloc,Lobo,Batangas,4229,PH17150Q
Solon,Sultan Mastura,Maguindanao,9636,PH702309
Solong,Camalig,Albay,4502,PH22020Z
Solong,San Miguel,Catanduanes,4802,PH25090P
Solong,Sibalom,Antique,5713,PH29161Z
Solong,Can-Avid,Eastern Samar,6806,PH39050T
Solongon,La Libertad,Negros Oriental,6213,PH36130S
Solongvale,Sulop,Davao del Sur,8009,PH53110L
Solotsolot,San Juan,Ilocos Sur,2731,PH02201R
Solsogon,Santa Margarita,Samar,6709,PH42160Y
Somagongsong,Bulan,Sorsogon,4706,PH27021R
Somal-ot (Pob.),Casiguran,Sorsogon,4702,PH27040L
Sombrado,Basilisa,Dinagat Islands,8413,PH75010R
Somiorang,Magsaysay,Lanao del Norte,9221,PH49110J
Somiorang,Matungao,Lanao del Norte,9203,PH49130C
Somiorang,Tangcal,Lanao del Norte,9220,PH49210H
Somiorang,Marawi City,Lanao del Sur,9700,PH69162D
Somiorang Bandingun,Taraka,Lanao del Sur,9712,PH692612
Somoge,Catarman (Capital),Northern Samar,6400,PH41050Y
Somoje,San Juan,Southern Leyte,6611,PH43140D
Somoroy,Bobon,Northern Samar,6401,PH41030H
Somoroy,Lope De Vega,Northern Samar,6403,PH41240M
Somosa,Tabogon,Cebu,6009,PH35480P
Son-ok I,Pintuyan,Southern Leyte,6614,PH43110H
Son-ok II,Pintuyan,Southern Leyte,6614,PH43110P
Sondol,Loon,Bohol,6327,PH34301L
Song-on,Loon,Bohol,6327,PH34301M
Songayan,Dinas,Zamboanga del Sur,7030,PH45040Q
Songco,Borongan City,Eastern Samar,6800,PH39041M
Songco,Lantapan,Bukidnon,8722,PH47100D
Songcolan,Batan,Aklan,5615,PH28040K
Songculan,Dauis,Bohol,6339,PH341908
Songculan,Siquijor (Capital),Siquijor,6225,PH370612
Songcuya,Diplahan,Zamboanga Sibugay,7039,PH46030D
Songgod,Nunungan,Lanao del Norte,9216,PH49150Q
Songgoy,San Pablo,Zamboanga del Sur,7031,PH45170N
Songkit,Madrid,Surigao del Sur,8316,PH77130C
Songkoy,Calasiao,Pangasinan,2418,PH04170P
Songkoy,Kitcharao,Agusan del Norte,8609,PH73060B
Songkoy,Socorro,Surigao del Norte,8416,PH76180C
Songsong,Gamu,Isabela,3301,PH07130E
Sonlon,Asuncion,Davao del Norte,8102,PH52010K
Sonog,San Francisco,Cebu,6050,PH35420B
Sonquil,Santa Barbara,Pangasinan,2419,PH04380Q
Sonson Ongkit,Mangatarem,Pangasinan,2413,PH042724
Sooc,Bato,Camarines Sur,4435,PH24030X
Sooc,Lupi,Camarines Sur,4409,PH241911
Soom,Trinidad,Bohol,6324,PH34440J
Soong,Digos City,Davao del Sur,8002,PH53030M
Soriano,Cabadbaran City,Agusan del Norte,8605,PH73030V
Soriano,Tagbina,Surigao del Sur,8308,PH77170K
Sorioan,Salcedo,Ilocos Sur,2711,PH02160L
Soro-soro,Binan City,Laguna,4024,PH19030L
Soro-soro,Maasin City,Southern Leyte,6600,PH43071Q
Soro-soro,Mambajao (Capital),Camiguin,9100,PH48040C
Sorosimbajan,Esperanza,Masbate,5407,PH26090H
Sorosoro Ibaba,Batangas City (Capital),Batangas,4200,PH17052Q
Sorosoro Ilaya,Batangas City (Capital),Batangas,4200,PH17052R
Sorosoro Karsada,Batangas City (Capital),Batangas,4200,PH17052S
Sorsogon,Malabuyoc,Cebu,6029,PH35290C
Soso-on,Concepcion,Misamis Occidental,7213,PH50060D
Sotero Nuesa,Roxas,Isabela,3320,PH07260L
South Balioag,Pilar,Abra,2101,PH62190H
South Baluarte,Iloilo City,Iloilo,5000,PH32214H
South Cembo,Makati City,Metro Manila,1214,PH61250U
South Central Poblacion,Nampicuan,Nueva Ecija,3116,PH13180H
South Centro (Pob.),Sipocot,Camarines Sur,4408,PH243415
South Daang Hari,Taguig City,Metro Manila,1700,PH61300T
South Drive,Baguio City,Benguet,2600,PH64023Q
South Fundidor,Iloilo City,Iloilo,5000,PH32211K
South Granada,Boljoon,Cebu,6024,PH35120B
South Lamidan,Don Marcelino,Davao Occidental,8013,PH55010E
South Larap,Sitangkai,Tawi Tawi,7506,PH720501
South Madaya Proper,Marawi City,Lanao del Sur,9700,PH69162E
South Manuangan,Pigkawayan,North Cotabato,9412,PH571112
South Manubul,Pandami,Sulu,7400,PH71180D
South Mapang,Rizal,Zamboanga del Norte,7104,PH44120M
South Musu Laud,Siasi,Sulu,7412,PH711215
South Paarol,Tongkil,Sulu,7406,PH711509
South Poblacion,Dipaculao,Aurora,3203,PH10060P
South Poblacion,Gabaldon,Nueva Ecija,3131,PH13070E
South Poblacion,Masinloc,Zambales,2211,PH16060B
South Poblacion,Jose Panganiban,Camarines Norte,4606,PH23050F
South Poblacion,Juban,Sorsogon,4703,PH27090J
South Poblacion,Naga City,Cebu,6037,PH35340N
South Poblacion,Bacong,Negros Oriental,6216,PH36030H
South Poblacion,Jimalalud,Negros Oriental,6212,PH36120Q
South Poblacion,Valencia,Negros Oriental,6215,PH36230M
South Poblacion,Larena,Siquijor,6226,PH37020K
South Poblacion,Maramag,Bukidnon,8714,PH47150F
South Poblacion,Guinsiliban,Camiguin,9102,PH480207
South Poblacion,Medina,Misamis Oriental,9013,PH51190H
South Poblacion,Bucay,Abra,2805,PH62030G
South San Jose,Iloilo City,Iloilo,5000,PH32214J
South Sepaka,Bagumbayan,Sultan Kudarat,9810,PH600109
South Signal Village,Taguig City,Metro Manila,1630,PH61300U
South Silumpak,Siasi,Sulu,7412,PH711216
South Triangle,Quezon City,Metro Manila,1103,PH61183E
South Villazar,Sipocot,Camarines Sur,4408,PH243416
Southeast Poblacion,Nampicuan,Nueva Ecija,3116,PH13180J
Southern Davao,Panabo City,Davao del Norte,8105,PH520511
Southern Looc,Plaridel,Misamis Occidental,7209,PH50120V
Southern Paligue,Padada,Davao del Sur,8007,PH53090E
Southern Poblacion,San Francisco,Cebu,6050,PH35420C
Southern Poblacion,Tudela,Cebu,6051,PH35530A
Southern Poblacion,Baliangao,Misamis Occidental,7211,PH50020E
Southern Poblacion,Plaridel,Misamis Occidental,7209,PH50120W
Southwest Poblacion,Nampicuan,Nueva Ecija,3116,PH13180K
Southwestern Bulikullul,Siasi,Sulu,7412,PH711217
Southwestern Poblacion,Calamba,Misamis Occidental,7210,PH50040H
Sowa,San Fernando,Masbate,5416,PH26180Q
Sowangan,Quezon,Palawan,5304,PH81170A
Soyung,Echague,Isabela,3309,PH07121N
Special District (Pob.),Jala-Jala,Rizal,1990,PH21070A
Spring,Kibawe,Bukidnon,8720,PH47080J
Spring,Alabel (Capital),Sarangani,9501,PH58010B
St. Francis II,Limay,Bataan,2103,PH11060C
St. Martin de Porres,San Jose Del Monte City,Bulacan,3023,PH12201R
Sta. Mesa Pob.,Dagami,Leyte,6515,PH40121B
Station District,Rosales,Pangasinan,2441,PH04310U
Station-Church Site,Libmanan,Camarines Sur,4407,PH24181V
Stimson Abordo,Ozamiz City,Misamis Occidental,7200,PH501015
Su-ay,Himamaylan City,Negros Occidental,6108,PH33100D
Su-uh,Old Panamao,Sulu,7402,PH71070R
Sua,Masantol,Pampanga,2017,PH14120R
Sua,Camalig,Albay,4502,PH220210
Sua,Camaligan,Camarines Sur,4401,PH24090C
Sua,Canaman,Camarines Sur,4402,PH24100N
Sua,Matnog,Sorsogon,4708,PH271112
Sua,San Dionisio,Iloilo,5015,PH32350R
Sua,Inabanga,Bohol,6332,PH34241C
Sua,Argao,Cebu,6021,PH350511
Sua,Daram,Samar,6722,PH42061F
Sua,San Juan,Southern Leyte,6611,PH43140E
Sua,Barobo,Surigao del Sur,8309,PH77010G
Sua-Igot,Tabaco City,Albay,4511,PH221719
Sua-on,Kapalong,Davao del Norte,8113,PH52030D
Suabit (Pob.),Batac City,Ilocos Norte,2906,PH010517
Suaco,Mangatarem,Pangasinan,2413,PH042725
Suagayan,Quirino,Ilocos Sur,2721,PH021508
Suagayan,Santa Lucia,Ilocos Sur,1117,PH022510
Suang Bunah,Pangutaran,Sulu,7414,PH71080D
Suarez,Tagapul-An,Samar,6712,PH42240C
Suarez,Iligan City,Lanao del Norte,9200,PH49040L
Suarez,Kinoguitan,Misamis Oriental,9010,PH51120E
Suaverdez,Anao,Tarlac,2310,PH15010J
Suawan,Davao City,Davao del Sur,8000,PH53022S
Suawon,New Corella,Davao del Norte,8104,PH52040K
Suba,Paoay,Ilocos Norte,2902,PH01160U
Suba,Majayjay,Laguna,4005,PH191612
Suba,Dimasalang,Masbate,5403,PH26080K
Suba,Anda,Bohol,6311,PH34030C
Suba,Talibon,Bohol,6325,PH34430P
Suba,Danao City,Cebu,6004,PH352314
Suba,Samboan,Cebu,6027,PH35400D
Suba,Manjuyod,Negros Oriental,6208,PH36150P
Suba,Villaba,Leyte,6537,PH404311
Suba,Laoang,Northern Samar,6411,PH41081E
Suba,Sogod,Southern Leyte,6606,PH431719
Suba,Cuyo,Palawan,5318,PH81100F
Suba (Pob.),Calatrava,Negros Occidental,6126,PH330512
Suba (Pob.),Bantayan,Cebu,6052,PH35090M
Suba (Pob.),Bayawan City,Negros Oriental,6221,PH36060N
Suba (Pob.),Silvino Lobos,Northern Samar,6414,PH41220K
Suba Pob.,Cebu City,Cebu,6000,PH35171Z
Suba-an,Lantawan,Basilan,7301,PH68020C
Suba-suba,Pandami,Sulu,7400,PH71180E
Subaan,Socorro,Oriental Mindoro,5207,PH80140P
Subabasbas,Lapu-Lapu City,Cebu,6015,PH35260S
Subadi Norte,Burgos,Ilocos Sur,2410,PH02040Q
Subadi Sur,Burgos,Ilocos Sur,2410,PH02040R
Subagan,Licuan-Baay,Abra,2819,PH62130A
Subah Buaya,Siasi,Sulu,7412,PH711218
Subangdaku,Mandaue City,Cebu,6014,PH35300N
Subasta,Davao City,Davao del Sur,8000,PH53022T
Subay,Cardona,Rizal,1950,PH21060G
Subayon,Bilar,Bohol,6317,PH34080F
Subayon,Toledo City,Cebu,6038,PH355111
Subec,Pagudpud,Ilocos Norte,2919,PH01150E
Subec,Santa Catalina,Ilocos Sur,2701,PH022308
Suben,President Quirino,Sultan Kudarat,9804,PH60100G
Subic,Baliuag,Bulacan,3006,PH12030L
Subic Ibaba,Agoncillo,Batangas,4211,PH17010K
Subic Ilaya,Agoncillo,Batangas,4211,PH17010L
Sublangon,Pontevedra,Capiz,5802,PH30120P
Submakin,Labo,Camarines Norte,4604,PH23061F
Subog,Maasin,Iloilo,5030,PH322718
Subol,Guimba,Nueva Ecija,3115,PH13111R
Subukin,San Juan,Batangas,4226,PH172314
Subusob,Sallapadan,Abra,2818,PH622008
Subusub,Rosario,La Union,2506,PH03130U
Sucad,Apalit,Pampanga,2016,PH14020A
Sucat,Muntinlupa City,Metro Manila,1770,PH612607
Suchan,Bagamanoc,Catanduanes,4807,PH25010J
Suclaban,Mexico,Pampanga,2021,PH141318
Suclaran,San Lorenzo,Guimaras,5047,PH31040B
Suclayin,Baler (Capital),Aurora,3200,PH10010C
Suclayin,Arayat,Pampanga,2012,PH14030U
Suclema,Ipil (Capital),Zamboanga Sibugay,7001,PH46050F
Sucob,Columbio,Sultan Kudarat,9801,PH60020E
Sucoc,Narvacan,Ilocos Sur,2704,PH02140X
Sucoc Norte,Luna,La Union,2518,PH031012
Sucoc Sur,Luna,La Union,2518,PH031013
Sucodan,Kolambugan,Lanao del Norte,9207,PH49080Q
Sucol,Calumpit,Bulacan,3003,PH12070V
Sucol,Calamba City,Laguna,4027,PH190518
Sucsuquen,Piddig,Ilocos Norte,2912,PH01180M
Sucuban,Omar,Sulu,7417,PH711907
Sudapin,Kidapawan City,North Cotabato,9400,PH570414
Sudlon,Alicia,Bohol,6314,PH34020E
Sudlon,Molave,Zamboanga del Sur,7023,PH45130Q
Sudlon,Salvador,Lanao del Norte,9212,PH49180Q
Sudlon,San Isidro,Davao Oriental,8209,PH54100F
Sudlon,Socorro,Surigao del Norte,8416,PH76180D
Sudlon,Barobo,Surigao del Sur,8309,PH77010H
Sudlon I,Cebu City,Cebu,6000,PH351720
Sudlon II,Cebu City,Cebu,6000,PH35172C
Sudlonon,Bogo City,Cebu,6010,PH35110V
Sudmon,San Francisco,Southern Leyte,6613,PH43130B
Sudmon,Silago,Southern Leyte,6607,PH43160C
Suerte,Quirino,Isabela,3321,PH07230J
Sufatubo,Glan,Sarangani,9517,PH58020U
Sug-angon,Saint Bernard,Southern Leyte,6616,PH43120S
Sugadol,Datu Abdullah Sangki,Maguindanao,9621,PH702708
Sugal,Jose Abad Santos,Davao Occidental,8014,PH55020Q
Sugan,Mulondo,Lanao del Sur,9702,PH69180R
Sugbay,Surigao City,Surigao del Norte,8400,PH76191B
Sugbay Dos,Pitogo,Zamboanga del Sur,7033,PH45240C
Sugbay Uno,Dimataling,Zamboanga del Sur,7032,PH45030D
Sugbongcogon,Tagoloan,Misamis Oriental,9001,PH51240A
Sugca,Basey,Samar,6720,PH42021B
Sugcad,Malinao,Albay,4512,PH22100S
Sugcad,Polangui,Albay,4506,PH221419
Sugcong,Pozorrubio,Pangasinan,2435,PH04300W
Sugcong,Urdaneta City,Pangasinan,2428,PH04460Y
Sugnod,Malinao,Aklan,5606,PH28130M
